criterion,thr0,thr1,n_total,n_ok,n_fail,accuracy,exit0_pct,exit1_pct,offload_pct,final_pct,client_rtt_avg,client_rtt_p95,total_edge_avg,total_edge_p95,edge_infer_avg,edge_infer_p95,edge_cloud_rtt_avg,edge_cloud_rtt_p95,cloud_compute_avg,cloud_compute_p95,total_cloud_avg,total_cloud_p95,edge_energy_kwh,edge_co2_kg,cloud_energy_kwh,cloud_co2_kg
entropy,1.2,0.6,1000,1000,2000,0.845,78.2,1.3,20.5,0.0,308.1501020836731,514.7445427915954,253.65739800641313,456.19667063001543,203.20850810827687,247.6702803047374,191.4472713407765,233.38209846988315,7.841672195354477,11.100560007616878,,,0.0005560990348246065,0.00018716847654705714,0.01373676325194477,0.004623437354760059
entropy,1.2,0.4,1000,1000,2000,0.845,78.2,0.6,21.2,0.0,303.8501901124255,508.7822051034891,255.82653162674978,455.73038498405367,204.13670801138505,248.53059954475611,191.96209925850678,212.4543399084359,8.41146839668926,11.158070003875764,,,0.0005468079604423544,0.000184041342477925,0.01339013702472322,0.004506771978959194
entropy,1.2,0.3,1000,1000,2000,0.845,78.2,0.1,21.7,0.0,307.59606511399033,506.92831274063786,255.0477859606035,451.7979178344831,203.25220697838813,247.9493483901024,187.3798846687761,221.78599387407303,8.74666635937933,11.18852000508923,,,0.0005522217166760906,0.00018586347206853856,0.013906828489722788,0.004680676892099958
entropy,1.2,0.2,1000,1000,2000,0.845,78.2,0.0,21.8,0.0,302.5574462659861,505.0457843048207,254.68022683402523,452.30979828629637,202.79467689571902,247.1455493941903,187.32297614242438,212.64849414583296,8.316811467929414,11.223324996535666,,,0.0005448544125511306,0.00018338382904998425,0.013287606436944849,0.004472262848908276
entropy,1.0,1.0,1000,1000,2000,0.863,68.2,12.5,19.3,0.0,305.25681774900295,500.2571316610556,254.2706327275373,445.86383178830147,208.25532066030428,249.6198373613879,180.2916800472982,201.29527356475592,8.581238859945334,11.245880005299112,,,0.0005636718192184612,0.00018971727888163437,0.013783227098054136,0.004639075877300473
entropy,1.0,0.8,1000,1000,2000,0.863,68.2,7.9,23.9,0.0,317.77955138006655,512.1498811044148,267.66515538981184,455.0045575015247,208.57469320856035,252.53293511923403,200.19133870439236,236.05406302958724,8.636568619740082,11.26600999996299,,,0.0005887641530359383,0.0001981627060439179,0.014932027053054887,0.005025732073354897
entropy,1.0,0.6,1000,1000,2000,0.861,68.2,4.5,27.3,0.0,324.75587097220705,516.5387041561189,273.3509218869731,461.3530578324571,208.45142489206046,251.10549551900476,196.0818025031069,224.3540567345917,8.402317216544798,11.141759998281486,,,0.0005701636734380768,0.00019190226822374728,0.014584187086109974,0.004908658184320379
entropy,1.0,0.4,1000,1000,2000,0.86,68.2,1.7999999999999998,30.0,0.0,347.1474208658183,547.0233738480601,295.9286915124394,493.7420152127743,209.54929747851565,251.1080818483606,249.79974943057945,483.395908609964,8.402019000253253,11.265749995800434,,,0.0005872546041394231,0.0001976546311336222,0.014896162993611226,0.005013661163411705
entropy,1.0,0.3,1000,1000,1003,0.86,68.2,0.6,31.2,0.0,383.8764364532981,543.0131923079898,328.26866174442694,476.5433951746672,209.63817549217492,251.88579275272787,343.308269762649,772.2979859914627,8.618321794925484,11.199609998584492,,,0.0006312616632123596,0.00021246626303403677,0.016487808369444048,0.005549367614137261
entropy,1.0,0.2,1000,1000,1000,0.86,68.2,0.1,31.7,0.0,338.408339723901,518.4846599069715,289.15998398978263,465.8091759309172,210.53363564284518,254.9198672408238,211.34897788886676,221.81443767622113,8.697988643677837,11.131579996435903,,,0.000579563024018674,0.00019506584524606123,0.01464905924194237,0.004930492465297511
entropy,0.8,0.8,1000,1000,1000,0.887,54.6,16.2,29.2,0.0,334.3289832389564,521.0790397082746,285.4827099381946,465.03178272396326,217.6603183769621,255.8528397930786,193.31439829284759,219.2919549997896,8.434974657376026,11.14251500039245,,,0.0005770315856613511,0.0001942138289123836,0.01434913229416521,0.004829544852776362
entropy,0.8,0.6,1000,1000,1000,0.882,54.6,9.6,35.8,0.0,347.16494242398767,520.9871265600668,296.1532673211768,463.37686858605593,215.44694541348144,252.61331498622894,193.48694223848136,216.23949059285223,8.831295530460046,11.437589993875008,,,0.0005807359299656234,0.00019546061489224975,0.01488871240583188,0.00501115348928046
entropy,0.8,0.4,1000,1000,1000,0.882,54.6,3.9,41.5,0.0,354.5728392599849,515.7147588550288,304.2951468429528,459.02519011870027,215.6787505778484,253.52189659606665,185.85299205663333,203.59883052296934,8.542555662647663,11.200290005945135,,,0.0005891062153548657,0.00019827783532684858,0.015197323811388686,0.005115024064494336
entropy,0.8,0.3,1000,1000,1000,0.882,54.6,1.6,43.8,0.0,362.94248405628605,521.1979948588123,311.42525089532137,464.0484543517232,216.20657832780853,251.72716127708554,190.82121068152458,211.99834058061242,8.776708675354941,11.263899999175917,,,0.0005969571681441195,0.0002009202619109389,0.015546345812501264,0.005232495795496801
entropy,0.8,0.2,1000,1000,1000,0.882,54.6,0.3,45.1,0.0,364.5795232978562,517.3775142589875,312.64153857016936,460.73328519705683,217.10068091517314,253.35288939531893,185.77284333265146,206.83863363228738,8.944483813979433,11.701600007654633,,,0.0006007907492908195,0.0002022105456518083,0.015608065910278269,0.005253269175685998
entropy,0.6,0.6,1000,1000,0,0.9,41.699999999999996,18.2,40.1,0.0,360.8933305720566,516.6968025449023,309.5677298749797,459.3984616920352,223.1451557870023,253.1419801758602,186.25064501353071,209.56536568701267,8.550517955492134,11.353100009728223,,,0.0006020524352743633,0.00020263519635003356,0.01545678869833371,0.005202353199352971
entropy,0.6,0.4,1000,1000,0,0.9,41.699999999999996,8.7,49.6,0.0,381.71955470423563,521.9185221481894,330.07569751515985,465.8287925180048,223.4703470733948,253.83144498337057,191.08125008079372,212.75252755731344,8.77508649198482,11.367850005626678,,,0.000621482733877515,0.00020917492967209076,0.01632613651972125,0.005494953072988661
entropy,0.6,0.3,1000,1000,0,0.9,41.699999999999996,4.3,54.0,0.0,388.3045498987776,521.6829976488953,335.98270225850865,463.22632716037333,223.68011752748862,254.65890190098435,185.52610075998086,206.16830319631845,8.741864444191041,11.340559992822813,,,0.000621138032404666,0.00020905891211856807,0.016594705324444015,0.0055853463498694205
entropy,0.6,0.2,1000,1000,0,0.9,41.699999999999996,1.7000000000000002,56.599999999999994,0.0,398.8575245158863,526.7210994999914,344.07290872372687,469.11930318456143,224.18299262225628,254.68904576264322,190.13250616787153,212.56373543292284,8.79317862183257,11.32260000667884,,,0.0006349960051829427,0.0002137231454484438,0.017044429765833046,0.005736711904005492
entropy,0.4,0.4,1000,1000,226,0.907,30.4,14.399999999999999,55.2,0.0,676.5792178448901,1549.805471146828,596.0924110691994,1478.898663376458,230.98363316385075,257.54110631532967,622.6373927590126,2189.725003042258,268.50569112329845,2009.4288150052305,,,,,,
entropy,0.4,0.3,1000,1000,281,0.907,30.4,8.5,61.1,0.0,900.0156680280634,1682.0402889607064,741.0371223664843,1421.8976676231248,230.56352214328945,259.31033017113805,767.4305339872764,1105.3264730144292,7.16705090016764,10.535650000065289,,,,,,
entropy,0.4,0.2,1000,1000,0,0.907,30.4,3.9,65.7,0.0,974.0644537506305,1703.0897674536388,803.9530448867008,1476.983486069366,231.5512288925238,259.30508160963655,796.0533041292957,1136.4393091760576,7.472255707766863,10.794840000016848,,,0.0013203006161613801,0.0004443788595839004,0.04156659977027769,0.013990236751081445
